State_Name,County_Name,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable (%),Area (mi^2)
Nebraska,Sarpy,186,172460,0.956989247,0.043010753,0,41.5,30.1,0.899117407,247.28
Wisconsin,Sauk,268,63315,0.910447761,0.089552239,0,39.3,4.3,0.833592818,848.43
Nebraska,Saunders,490,20945,0.889795918,0.110204082,0,70.2,4.6,0.899117407,758.82
Wisconsin,Sawyer,97,16440,0.896907216,0.103092784,0,23.1,0,0.833592818,1350.32
New York,Schenectady,115,154845,0.913043478,0.086956522,0,71.3,19.9,0.746636286,209.62
Texas,Schleicher,33,3170,0.96969697,0.03030303,0,,,0.891372329,1310.65
Georgia,Schley,25,5090,0.96,0.04,,14.6,0,0.967672415,167.82
New York,Schoharie,171,31665,0.912280702,0.087719298,0,20.9,0,0.746636286,626.36
Michigan,Schoolcraft,51,8185,0.980392157,0.019607843,0,56.7,0,0.771767308,1883.69
Illinois,Schuyler,112,7205,0.892857143,0.107142857,0,12.3,0,0.807663106,441.39
Missouri,Schuyler,122,4395,0.918032787,0.081967213,0,,,0.753229107,308.16
New York,Schuyler,99,18335,0.898989899,0.101010101,0,21.2,0,0.746636286,342.22
Pennsylvania,Schuylkill,367,145505,0.692098093,0.307901907,0,112.3,0,0.714875343,782.61
Ohio,Scioto,373,77365,0.951742627,0.048257373,0,51.3,0,0.834323878,616.07
Missouri,Scotland,198,4895,0.914141414,0.085858586,0,10.1,10.1,0.753229107,439.25
North Carolina,Scotland,98,35710,0.948979592,0.051020408,0,44.2,0,0.890560355,320.64
Arkansas,Scott,196,10660,0.954081633,0.045918367,0,22.6,0,0.796760502,898.09
Illinois,Scott,99,5170,0.929292929,0.070707071,,18.4,0,0.807663106,252.77
Indiana,Scott,116,23735,0.974137931,0.025862069,0,12.2,0,0.92512153,192.73
Iowa,Scott,288,171115,0.888888889,0.111111111,0,63.2,0,0.906330826,468.17
Kansas,Scott,23,4960,1,0,0,42.1,0,0.883778315,717.64
Kentucky,Scott,183,51350,0.956284153,0.043715847,0,26.6,0,0.920222177,285.3
Minnesota,Scott,124,139490,0.975806452,0.024193548,0,61.4,0,0.850650597,368.56
Mississippi,Scott,207,28270,0.971014493,0.028985507,0,25,0,0.731516457,610.38
Missouri,Scott,185,38995,0.92972973,0.07027027,1,47,0,0.753229107,426.04
Tennessee,Scott,111,22030,0.90990991,0.09009009,0,68.3,0,0.945988112,533.22
Virginia,Scott,138,22380,0.905797101,0.094202899,0,66.6,0,0.884284057,538.63
Nebraska,Scotts Bluff,248,36600,0.951612903,0.048387097,1,85.2,0,0.899117407,745.5
Georgia,Screven,77,14115,0.987012987,0.012987013,0,42.9,0,0.967672415,655.59
Texas,Scurry,139,17315,0.985611511,0.014388489,0,38.3,0,0.891372329,907.53
Arkansas,Searcy,65,7940,0.969230769,0.030769231,0,,,0.796760502,668.51
Arkansas,Sebastian,328,127350,0.945121951,0.054878049,1,36.6,0,0.796760502,546.04
Colorado,Sedgwick,65,2365,0.969230769,0.030769231,0,31.2,0,0.78095535,549.6
Kansas,Sedgwick,1310,508220,0.954961832,0.045038168,1,140.2,0,0.883778315,1009.41
Florida,Seminole,145,442905,1,0,1,26.8,16.1,0.882151679,344.87
Georgia,Seminole,35,8695,1,0,0,13.2,0,0.967672415,256.56
Oklahoma,Seminole,336,25405,0.723214286,0.276785714,0,28.9,0,0.629165553,640.57
New York,Seneca,59,35035,0.762711864,0.237288136,0,41.7,0,0.746636286,390.51
Ohio,Seneca,276,55710,0.967391304,0.032608696,0,105.4,0,0.834323878,552.37
Tennessee,Sequatchie,66,14710,1,0,0,,,0.945988112,266.02
Oklahoma,Sequoyah,263,41345,0.927756654,0.072243346,0,75.8,0,0.629165553,714.88
Arkansas,Sevier,164,17195,0.914634146,0.085365854,0,56.1,0,0.796760502,581.35
Tennessee,Sevier,271,94535,0.970479705,0.029520295,0,,,0.945988112,597.73
Utah,Sevier,160,20915,0.99375,0.00625,0,,,0.783681005,1918.28
Kansas,Seward,13,23185,1,0,1,26.2,0,0.883778315,640.51
Nebraska,Seward,244,17115,0.905737705,0.094262295,0,43.4,0,0.899117407,575.73
Texas,Shackelford,79,3325,0.974683544,0.025316456,0,,,0.891372329,915.54
Missouri,Shannon,61,8255,0.983606557,0.016393443,0,,,0.753229107,1003.99
Mississippi,Sharkey,65,4660,0.846153846,0.153846154,0,,,0.731516457,434.88
Arkansas,Sharp,109,17025,0.963302752,0.036697248,0,16.8,0,0.796760502,606.35
California,Shasta,500,179230,0.922,0.078,1,73.2,73.2,0.58749769,3847.44
Wisconsin,Shawano,158,41385,0.943037975,0.056962025,0,21,0,0.833592818,909.33
Kansas,Shawnee,556,178565,0.96942446,0.03057554,0,80.4,27.9,0.883778315,556.32
Wisconsin,Sheboygan,237,115270,0.94092827,0.05907173,0,53.5,0,0.833592818,1270.97
Alabama,Shelby,343,205950,0.982507289,0.017492711,0,160.9,5,0.880672042,809.53
Illinois,Shelby,341,22010,0.882697947,0.117302053,0,49.7,4.8,0.807663106,768.05
Indiana,Shelby,248,44405,0.923387097,0.076612903,0,31.6,8.8,0.92512153,413.11
Iowa,Shelby,219,11945,0.863013699,0.136986301,0,24.2,0,0.906330826,591.37
Kentucky,Shelby,136,44965,0.911764706,0.088235294,0,56.1,0,0.920222177,385.65
Missouri,Shelby,109,6150,0.798165138,0.201834862,0,24.5,0,0.753229107,502.43
Ohio,Shelby,281,48950,0.996441281,0.003558719,0,55.4,0,0.834323878,411.03
Tennessee,Shelby,1076,936990,0.961895911,0.038104089,1,171.2,32.1,0.945988112,783.63
Texas,Shelby,181,25705,0.961325967,0.038674033,0,59.5,0,0.891372329,834.53
Virginia,Shenandoah,214,42855,0.976635514,0.023364486,0,33.4,0,0.884284057,512.53
Minnesota,Sherburne,45,91190,0.933333333,0.066666667,1,42.9,38.9,0.850650597,451
Kansas,Sheridan,120,2520,0.858333333,0.141666667,0,12.5,0,0.883778315,896.61
Montana,Sheridan,67,3645,0.940298507,0.059701493,0,105.7,0,0.880305656,1706.3
Nebraska,Sheridan,64,5260,1,0,0,43.8,0,0.899117407,2469.99
North Dakota,Sheridan,8,1395,1,0,0,8,0,0.933551831,1005.78
Wyoming,Sheridan,175,29925,0.914285714,0.085714286,1,108.6,0,0.803817764,2527.07
Kansas,Sherman,106,6040,0.952830189,0.047169811,0,35.1,0,0.883778315,1056.01
Nebraska,Sherman,122,3090,0.926229508,0.073770492,0,14.1,0,0.899117407,571.63
Oregon,Sherman,46,1705,0.97826087,0.02173913,0,15.1,0,0.897757095,831.2
Texas,Sherman,30,3070,1,0,0,53.8,0,0.891372329,923.2
Michigan,Shiawassee,162,68800,0.938271605,0.061728395,0,79,23.1,0.771767308,540.73
Idaho,Shoshone,254,12550,0.877952756,0.122047244,0,,,0.968883613,2635.5
Minnesota,Sibley,101,14955,0.96039604,0.03960396,0,37.2,0,0.850650597,600.41
California,Sierra,55,2930,0.781818182,0.218181818,0,5.6,1.6,0.58749769,961.97
New Mexico,Sierra,109,11440,0.908256881,0.091743119,0,49.9,0,0.698534578,4236.3
Montana,Silver Bow,68,34560,0.941176471,0.058823529,1,72,0,0.880305656,718.97
Kentucky,Simpson,48,17855,0.916666667,0.083333333,0,13.3,0,0.920222177,236.19
Mississippi,Simpson,208,27280,0.918269231,0.081730769,0,32,0,0.731516457,590.53
Iowa,Sioux,448,34620,0.966517857,0.033482143,0,66.9,0,0.906330826,768.58
Nebraska,Sioux,36,1275,0.972222222,0.027777778,0,23.3,0,0.899117407,2067.32
North Dakota,Sioux,21,4430,1,0,0,0.4,0,0.933551831,1128.3
California,Siskiyou,430,43670,0.939534884,0.060465116,0,163.8,90.7,0.58749769,6347.46
Alaska,Sitka,35,8920,0.857142857,0.142857143,1,,,0.769478458,4811.53
Washington,Skagit,245,120475,0.959183673,0.040816327,0,56.3,26.8,0.710608062,1920.47
Alaska,Skagway,,1015,,,1,18.4,18.4,0.769478458,0
Washington,Skamania,123,11315,0.918699187,0.081300813,0,40.6,40.6,0.710608062,1683.86
North Dakota,Slope,42,665,0.952380952,0.047619048,0,9.1,0,0.933551831,1219.22
Kansas,Smith,290,3700,0.868965517,0.131034483,0,30.9,0,0.883778315,896.53
Mississippi,Smith,181,16135,0.889502762,0.110497238,0,12.9,0,0.731516457,637.27
Tennessee,Smith,202,19175,0.95049505,0.04950495,,23,0,0.945988112,325.35
Texas,Smith,398,219745,0.984924623,0.015075377,1,72.3,1.6,0.891372329,949.45
Virginia,Smyth,190,31515,0.952631579,0.047368421,0,23.8,0,0.884284057,452.31
Washington,Snohomish,487,758650,0.973305955,0.026694045,0,113.6,89.4,0.710608062,2196.41
Pennsylvania,Snyder,158,40245,0.943037975,0.056962025,0,10.8,0,0.714875343,332.16
New Mexico,Socorro,187,17325,0.903743316,0.096256684,0,91,0,0.698534578,6648.71
California,Solano,374,429595,0.938502674,0.061497326,0,84.1,66.3,0.58749769,906.67
Maine,Somerset,169,51365,0.822485207,0.177514793,0,70,0,0.776837947,4095.37
Maryland,Somerset,47,25900,0.85106383,0.14893617,0,19.4,0,0.880315818,610.78
New Jersey,Somerset,394,331685,0.88071066,0.11928934,0,57.1,23.2,0.529653452,305.05
Pennsylvania,Somerset,430,76200,0.830232558,0.169767442,0,125.2,59.2,0.714875343,1081.17
Texas,Somervell,28,8675,1,0,0,2,0,0.891372329,191.9
California,Sonoma,615,497775,0.892682927,0.107317073,1,43.3,0,0.58749769,1768.23
Virginia,Southampton,135,18290,0.933333333,0.066666667,0,32.3,8.3,0.884284057,602.35
Alaska,Southeast Fairbanks,71,6970,0.901408451,0.098591549,0,,,0.769478458,25061.19
Georgia,Spalding,86,64005,0.906976744,0.093023256,0,18.9,0,0.967672415,199.6
South Carolina,Spartanburg,640,294230,0.9046875,0.0953125,1,138.5,28.1,0.812866638,819.14
Indiana,Spencer,247,20775,0.975708502,0.024291498,0,40,0,0.92512153,401.23
Kentucky,Spencer,57,17800,0.877192982,0.122807018,0,,,0.920222177,191.8
South Dakota,Spink,177,6540,0.807909605,0.192090395,0,69.7,0,0.857210259,1510.05
Washington,Spokane,306,485860,0.918300654,0.081699346,1,254.3,85.3,0.710608062,1780.72
Virginia,Spotsylvania,99,129180,0.95959596,0.04040404,0,8.6,8.6,0.884284057,412.27
Louisiana,St. Bernard,29,44090,0.862068966,0.137931034,0,16.2,0,0.743835895,1793.75
Missouri,St. Charles,394,379855,0.969543147,0.030456853,0,61.2,0,0.753229107,410.16
Louisiana,St. Charles,83,52710,0.987951807,0.012048193,0,71.8,25.3,0.743835895,592.35
Alabama,St. Clair,182,86575,0.983516484,0.016483516,0,86.5,21,0.880672042,653.61
Illinois,St. Clair,486,265570,0.930041152,0.069958848,0,203.8,16.3,0.807663106,673.95
Michigan,St. Clair,327,160070,0.877675841,0.122324159,0,66.2,28.8,0.771767308,836.63
Missouri,St. Clair,139,9445,0.892086331,0.107913669,0,6.1,0,0.753229107,701.9
Wisconsin,St. Croix,293,86725,0.962457338,0.037542662,0,65.3,0,0.833592818,735.81
Arkansas,St. Francis,205,27025,0.970731707,0.029268293,0,60.9,0,0.796760502,642.4
Missouri,St. Francois,163,66230,0.901840491,0.098159509,0,40.1,15,0.753229107,452.4
Louisiana,St. Helena,140,10715,0.907142857,0.092857143,0,,,0.743835895,409.46
Louisiana,St. James,26,21580,0.961538462,0.038461538,0,50.1,0,0.743835895,257.79
Louisiana,St. John the Baptist,45,43890,1,0,0,53.2,14.9,0.743835895,347.84
Florida,St. Johns,119,218360,0.983193277,0.016806723,0,35.1,0,0.882151679,821.43
Indiana,St. Joseph,228,267695,0.925438596,0.074561404,1,80.4,38.7,0.92512153,460.97
Michigan,St. Joseph,127,60925,0.897637795,0.102362205,0,39.2,0,0.771767308,521.15
Louisiana,St. Landry,325,83700,0.898461538,0.101538462,0,83.7,0,0.743835895,938.83
New York,St. Lawrence,315,111530,0.873015873,0.126984127,2,142.6,0,0.746636286,2821.48
Missouri,St. Louis,238,316030,0.865546218,0.134453782,0,71,29,0.753229107,6859.91
Minnesota,St. Louis,687,200355,0.925764192,0.074235808,2,465.6,23.8,0.850650597,523.69
Missouri,St. Louis city,905,1000560,0.93480663,0.06519337,1,147.9,49.4,0.753229107,66.15
Florida,St. Lucie,147,293135,0.986394558,0.013605442,0,44.3,0,0.882151679,688.08
Louisiana,St. Martin,119,53385,0.87394958,0.12605042,0,8.8,4.9,0.743835895,816.46
Louisiana,St. Mary,125,53055,0.92,0.08,0,63,39.9,0.743835895,1118.83
Maryland,St. Mary's,50,110675,0.94,0.06,0,,,0.880315818,764.5
Louisiana,St. Tammany,356,246270,0.921348315,0.078651685,0,30.7,27.7,0.743835895,1124.08
Kansas,Stafford,120,4285,0.991666667,0.008333333,0,30.4,30.4,0.883778315,794.72
Virginia,Stafford,104,139550,0.903846154,0.096153846,0,26.4,17.9,0.884284057,279.95
California,Stanislaus,382,530560,0.882198953,0.117801047,0,134.1,20.8,0.58749769,1514.67
South Dakota,Stanley,36,2965,0.861111111,0.138888889,0,29.1,0,0.857210259,1516.99
North Carolina,Stanly,161,60610,0.925465839,0.074534161,0,55.8,0,0.890560355,404.26
Kansas,Stanton,21,2115,1,0,0,29.4,0,0.883778315,680.06
Nebraska,Stanton,225,6020,0.862222222,0.137777778,0,,,0.899117407,431.06
Illinois,Stark,93,5840,0.924731183,0.075268817,0,6,0,0.807663106,288.21
North Dakota,Stark,160,29835,0.8875,0.1125,1,58.9,0,0.933551831,1340.46
Ohio,Stark,426,374760,0.920187793,0.079812207,0,152,5.8,0.834323878,580.91
Indiana,Starke,87,23070,0.91954023,0.08045977,0,31.8,0,0.92512153,312.31
Texas,Starr,63,63010,1,0,0,16.4,0,0.891372329,1229.28
Virginia,Staunton,7,24235,1,0,,9.1,4.6,0.884284057,19.71
Missouri,Ste. Genevieve,104,17935,0.961538462,0.038461538,0,32.7,0,0.753229107,508.94
Minnesota,Stearns,231,153660,0.991341991,0.008658009,0,48.2,0,0.850650597,1389.93
Minnesota,Steele,135,36540,0.955555556,0.044444444,0,69.5,0,0.850650597,432.16
North Dakota,Steele,99,1970,0.929292929,0.070707071,0,38.6,0,0.933551831,715.49
Georgia,Stephens,68,25585,0.955882353,0.044117647,0,25.1,11.7,0.967672415,184.23
Oklahoma,Stephens,380,44630,0.952631579,0.047368421,0,27.8,0,0.629165553,891.12
Texas,Stephens,116,9785,0.982758621,0.017241379,0,5.7,0,0.891372329,921.48
Illinois,Stephenson,341,46285,0.947214076,0.052785924,0,32.6,1.3,0.807663106,564.72
Texas,Sterling,54,1235,1,0,0,,,0.891372329,923.49
Indiana,Steuben,135,34280,0.992592593,0.007407407,0,39.1,0,0.92512153,322.48
New York,Steuben,629,98150,0.912559618,0.087440382,0,126.7,0,0.746636286,1404.1
Kansas,Stevens,3,5740,1,0,0,31.1,0,0.883778315,727.71
Minnesota,Stevens,45,9760,0.977777778,0.022222222,0,43.8,0,0.850650597,575.24
Washington,Stevens,70,43745,0.828571429,0.171428571,0,116.2,0,0.710608062,2540.64
Georgia,Stewart,52,5790,0.961538462,0.038461538,0,,,0.967672415,463.23
Tennessee,Stewart,161,13255,0.98136646,0.01863354,0,2.2,0,0.945988112,493.2
Montana,Stillwater,94,9340,0.957446809,0.042553191,0,38.2,0,0.880305656,1804.61
Missouri,Stoddard,438,29790,0.926940639,0.073059361,0,52.8,0,0.753229107,828.94
North Carolina,Stokes,150,46455,0.826666667,0.173333333,0,26.8,0,0.890560355,455.89
Arkansas,Stone,73,12505,1,0,0,,,0.796760502,609.43
Mississippi,Stone,119,17995,0.899159664,0.100840336,0,17.2,0,0.731516457,448.07
Missouri,Stone,63,31195,0.904761905,0.095238095,0,26.2,0,0.753229107,510.91
Texas,Stonewall,50,1235,0.98,0.02,0,,,0.891372329,920.23
Nevada,Storey,15,3940,0.866666667,0.133333333,,10.2,10.2,0.873795386,263.8
Iowa,Story,291,94835,0.828178694,0.171821306,0,69.6,0,0.906330826,573.7
New Hampshire,Strafford,133,125915,0.92481203,0.07518797,0,35.3,13.1,0.76406884,383.91
North Dakota,Stutsman,76,21110,0.973684211,0.026315789,1,145.8,0,0.933551831,2298.26
Wyoming,Sublette,99,10030,0.868686869,0.131313131,0,,,0.803817764,4935.66
Virginia,Suffolk,133,87060,0.894736842,0.105263158,0,65.5,14.7,0.884284057,120.19
Massachusetts,Suffolk,492,767720,0.894308943,0.105691057,1,41.4,39.3,0.700716679,2373.07
New York,Suffolk,366,1498130,0.994535519,0.005464481,1,179.1,179.1,0.746636286,429.07
Indiana,Sullivan,216,21025,0.916666667,0.083333333,0,73.7,0,0.92512153,454.04
Missouri,Sullivan,224,6415,0.888392857,0.111607143,0,18.5,0,0.753229107,651.43
New Hampshire,Sullivan,154,43050,0.922077922,0.077922078,0,24.6,22.7,0.76406884,551.92
New York,Sullivan,358,75820,0.874301676,0.125698324,0,29.1,0,0.746636286,996.85
Pennsylvania,Sullivan,118,6300,0.86440678,0.13559322,0,,,0.714875343,452.35
Tennessee,Sullivan,367,156645,0.970027248,0.029972752,1,40.2,0,0.945988112,429.69
South Dakota,Sully,29,1455,0.75862069,0.24137931,0,10.7,0,0.857210259,1070.36
West Virginia,Summers,66,13325,0.848484848,0.151515152,0,43.7,36,0.694866631,367.72
Colorado,Summit,55,29270,0.945454545,0.054545455,0,,,0.78095535,619.25
Ohio,Summit,572,541370,0.973776224,0.026223776,1,105.3,29.3,0.834323878,420.06
Utah,Summit,141,39010,0.978723404,0.021276596,0,50.6,0,0.783681005,1882.05
Kansas,Sumner,668,23510,0.989520958,0.010479042,0,124.3,0,0.883778315,1184.78
Tennessee,Sumner,388,172785,0.994845361,0.005154639,0,44.3,0,0.945988112,543.12
Alabama,Sumter,245,13285,0.918367347,0.081632653,0,27.2,27.2,0.880672042,913.3
Florida,Sumter,73,113590,1,0,0,29.7,0,0.882151679,580.31
Georgia,Sumter,81,31070,0.925925926,0.074074074,0,63.3,0,0.967672415,492.54
South Carolina,Sumter,167,107680,0.904191617,0.095808383,0,56.8,0,0.812866638,682.03
Mississippi,Sunflower,172,27425,0.674418605,0.325581395,0,19.2,0,0.731516457,707.22
North Carolina,Surry,301,72765,0.877076412,0.122923588,0,52.1,0,0.890560355,537.79
Virginia,Surry,28,6730,0.964285714,0.035714286,0,,,0.884284057,310.31
Pennsylvania,Susquehanna,272,41830,0.797794118,0.202205882,0,42.5,0,0.714875343,832.4
Delaware,Sussex,166,211225,0.93373494,0.06626506,0,93.3,0,0.816886856,1195.65
New Jersey,Sussex,175,144695,0.868571429,0.131428571,0,32.7,0,0.529653452,535.99
Virginia,Sussex,106,11735,0.990566038,0.009433962,0,33.5,33.5,0.884284057,492.83
California,Sutter,121,95405,0.884297521,0.115702479,0,27.3,10.6,0.58749769,608.58
Texas,Sutton,92,3935,1,0,0,,,0.891372329,1454.4
Florida,Suwannee,37,43655,0.918918919,0.081081081,0,25.2,0,0.882151679,691.9
North Carolina,Swain,130,14235,0.915384615,0.084615385,0,29.9,29.9,0.890560355,540.64
Montana,Sweet Grass,91,3635,0.967032967,0.032967033,0,37.4,0,0.880305656,1862
Wyoming,Sweetwater,195,44810,0.928205128,0.071794872,1,220.7,0,0.803817764,10491.17
Minnesota,Swift,95,9485,0.978947368,0.021052632,0,65.4,0,0.850650597,752.35
Texas,Swisher,70,7640,0.942857143,0.057142857,0,33.1,0,0.891372329,900.68
Indiana,Switzerland,62,10485,0.870967742,0.129032258,0,,,0.92512153,223.52
Georgia,Talbot,68,6375,0.897058824,0.102941176,0,44.4,0,0.967672415,394.74
Maryland,Talbot,40,37670,1,0,0,,,0.880315818,476.77
Georgia,Taliaferro,41,1905,0.951219512,0.048780488,,21,0,0.967672415,195.47
Alabama,Talladega,243,81055,0.95473251,0.04526749,0,143.7,10.7,0.880672042,760.25
Mississippi,Tallahatchie,158,14775,0.708860759,0.291139241,0,43.6,22.3,0.731516457,652.08
Alabama,Tallapoosa,152,40960,0.881578947,0.118421053,0,33.1,0,0.880672042,766.23
Iowa,Tama,346,17425,0.656069364,0.343930636,0,25.2,0,0.906330826,722.37
Missouri,Taney,146,53855,0.95890411,0.04109589,0,18.5,0,0.753229107,651.48
Louisiana,Tangipahoa,486,127115,0.855967078,0.144032922,0,58.9,50.6,0.743835895,823.12
New Mexico,Taos,100,32960,0.9,0.1,0,,,0.698534578,2204.62
Texas,Tarrant,2360,1947530,0.993644068,0.006355932,1,257.3,75.3,0.891372329,897.48
Mississippi,Tate,142,28340,0.908450704,0.091549296,0,17.9,5.9,0.731516457,410.95
Georgia,Tattnall,72,25260,0.972222222,0.027777778,0,11.8,0,0.967672415,488.22
Florida,Taylor,92,22580,0.880434783,0.119565217,0,20.1,0,0.882151679,1232.01
Georgia,Taylor,71,8355,0.929577465,0.070422535,0,40.3,0,0.967672415,379.61
Iowa,Taylor,246,6210,0.585365854,0.414634146,0,,,0.906330826,534.83
Kentucky,Taylor,90,25315,0.977777778,0.022222222,0,,,0.920222177,277.05
Texas,Taylor,415,135235,0.985542169,0.014457831,1,78.7,0,0.891372329,919.25
West Virginia,Taylor,65,16950,0.892307692,0.107692308,0,39.1,0,0.694866631,175.69
Wisconsin,Taylor,178,20520,0.853932584,0.146067416,0,28.3,0,0.833592818,984.49
Illinois,Tazewell,360,135400,0.883333333,0.116666667,0,93.8,0,0.807663106,657.89
Virginia,Tazewell,208,43365,0.884615385,0.115384615,0,70.8,0,0.884284057,519.89
California,Tehama,450,63015,0.906666667,0.093333333,0,58.3,40.8,0.58749769,2962.27
Georgia,Telfair,71,16405,0.971830986,0.028169014,,34.7,0,0.967672415,444.08
Colorado,Teller,27,23470,0.925925926,0.074074074,0,,,0.78095535,558.96
Louisiana,Tensas,53,4795,0.962264151,0.037735849,0,,,0.743835895,641.2
Louisiana,Terrebonne,214,113100,0.88317757,0.11682243,0,15.6,15.6,0.743835895,2079.9
Georgia,Terrell,52,9130,0.980769231,0.019230769,0,17.6,0,0.967672415,337.63
Texas,Terrell,53,780,1,0,0,59.5,59.5,0.891372329,2357.75
Texas,Terry,5,12725,1,0,0,37.1,0,0.891372329,890.93
Idaho,Teton,35,10435,0.885714286,0.114285714,0,,,0.968883613,450.57
Montana,Teton,81,6065,0.987654321,0.012345679,0,68.9,0,0.880305656,2292.58
Wyoming,Teton,117,22625,0.863247863,0.136752137,1,,,0.803817764,4221.8
Missouri,Texas,161,25690,0.968944099,0.031055901,0,17.6,0,0.753229107,1179.24
Oklahoma,Texas,112,21500,0.955357143,0.044642857,0,64.8,0,0.629165553,2048.81
Nebraska,Thayer,222,5165,0.923423423,0.076576577,0,25.3,0,0.899117407,575.3
Georgia,Thomas,180,44975,0.977777778,0.022222222,0,65.8,0,0.967672415,552.08
Kansas,Thomas,82,7910,0.987804878,0.012195122,0,58,0,0.883778315,1074.9
Nebraska,Thomas,20,675,0.9,0.1,0,33.1,0,0.899117407,713.65
Texas,Throckmorton,53,1520,0.962264151,0.037735849,0,,,0.891372329,915.47
Nebraska,Thurston,152,6990,0.743421053,0.256578947,0,18.6,0,0.899117407,396.25
Washington,Thurston,196,266310,0.989795918,0.010204082,0,88.5,25.2,0.710608062,773.64
Georgia,Tift,111,40690,0.990990991,0.009009009,0,20.8,0,0.967672415,268.86
Oregon,Tillamook,207,25550,0.937198068,0.062801932,0,56.4,4.9,0.897757095,1332.78
Oklahoma,Tillman,286,7610,0.933566434,0.066433566,0,58.2,0,0.629165553,879.21
New York,Tioga,217,49650,0.889400922,0.110599078,0,73.4,9.5,0.746636286,522.91
Pennsylvania,Tioga,419,42030,0.945107399,0.054892601,0,23.4,0,0.714875343,1137.3
Mississippi,Tippah,157,22060,0.853503185,0.146496815,0,19.7,0,0.731516457,459.97
Indiana,Tippecanoe,322,183395,0.925465839,0.074534161,0,89.2,26.5,0.92512153,503.07
Indiana,Tipton,112,15445,1,0,0,32,4.9,0.92512153,260.41
Tennessee,Tipton,202,61560,0.975247525,0.024752475,0,26.4,22,0.945988112,474.72
Mississippi,Tishomingo,152,19505,0.894736842,0.105263158,0,67,0,0.731516457,444.54
Texas,Titus,159,32590,0.993710692,0.006289308,0,45.6,0,0.891372329,425.69
Kentucky,Todd,78,12465,0.948717949,0.051282051,0,20.5,0,0.920222177,376.97
Minnesota,Todd,132,24335,0.977272727,0.022727273,0,24.2,17.4,0.850650597,979.34
South Dakota,Todd,24,10020,0.75,0.25,0,,,0.857210259,1390.9
Connecticut,Tolland,204,151690,0.941176471,0.058823529,0,24.1,0,0.649393876,417.01
Texas,Tom Green,303,116265,1,0,1,35.7,0,0.891372329,1540.54
New York,Tompkins,196,104270,0.846938776,0.153061224,1,27.3,0,0.746636286,491.63
Utah,Tooele,33,61985,1,0,0,190.1,103.9,0.783681005,7287.12
Montana,Toole,34,5115,0.970588235,0.029411765,0,93.4,44.8,0.880305656,1945.86
Georgia,Toombs,72,27160,0.972222222,0.027777778,0,17.5,0,0.967672415,368.64
New Mexico,Torrance,70,15600,0.957142857,0.042857143,0,100.1,0,0.698534578,3345.81
North Dakota,Towner,59,2290,0.813559322,0.186440678,0,52.8,0,0.933551831,1041.56
Georgia,Towns,45,10975,0.933333333,0.066666667,,,,0.967672415,172.01
North Dakota,Traill,161,8075,0.844720497,0.155279503,0,55.3,30.2,0.933551831,862.53
North Carolina,Transylvania,153,33060,0.869281046,0.130718954,0,7.3,0,0.890560355,380.56
Minnesota,Traverse,120,3395,0.975,0.025,0,6.3,0,0.850650597,585.96
Texas,Travis,1415,1148175,0.999293286,0.000706714,1,69.7,42.8,0.891372329,1022.08
Montana,Treasure,31,845,0.903225806,0.096774194,0,55.7,0,0.880305656,984.11
Kansas,Trego,169,2925,0.940828402,0.059171598,0,32.7,0,0.883778315,899.02
Wisconsin,Trempealeau,260,29520,0.869230769,0.130769231,0,48.8,0,0.833592818,741.98
Georgia,Treutlen,71,6710,0.985915493,0.014084507,0,11.9,0,0.967672415,202.19
Kentucky,Trigg,105,14265,0.923809524,0.076190476,0,,,0.920222177,481.13
Kentucky,Trimble,43,8750,0.906976744,0.093023256,0,0.2,0,0.920222177,156.23
California,Trinity,194,13180,0.896907216,0.103092784,0,,,0.58749769,3207.54
Texas,Trinity,81,14360,0.987654321,0.012345679,0,15.9,0,0.891372329,714
South Dakota,Tripp,89,5475,0.730337079,0.269662921,0,,,0.857210259,1617.4
Georgia,Troup,171,69315,0.923976608,0.076023392,0,56.9,0,0.967672415,445.96
Tennessee,Trousdale,87,7970,0.977011494,0.022988506,,,,0.945988112,116.64
Ohio,Trumbull,402,204910,0.89800995,0.10199005,0,119.2,0,0.834323878,634.72
West Virginia,Tucker,65,6920,0.861538462,0.138461538,0,,,0.694866631,421.11
California,Tulare,607,455770,0.942339374,0.057660626,0,153.3,22,0.58749769,4839.09
Oklahoma,Tulsa,1081,629825,0.920444033,0.079555967,1,106.1,0,0.629165553,587.02
Mississippi,Tunica,79,10405,0.911392405,0.088607595,0,16.6,16.6,0.731516457,480.78
California,Tuolumne,129,53865,0.914728682,0.085271318,0,28.9,0,0.58749769,2274.34
Georgia,Turner,70,8150,0.985714286,0.014285714,0,23.5,0,0.967672415,289.85
South Dakota,Turner,137,8290,0.744525547,0.255474453,0,26.4,0,0.857210259,617.45
Alabama,Tuscaloosa,480,202470,0.972916667,0.027083333,0,107.1,41.7,0.880672042,1351.23
Ohio,Tuscarawas,341,92580,0.976539589,0.023460411,0,77.4,0,0.834323878,571.48
Michigan,Tuscola,238,54015,0.941176471,0.058823529,0,87.2,0,0.771767308,913.82
Georgia,Twiggs,45,8365,0.977777778,0.022222222,0,43.5,0,0.967672415,362.95
