County_Name,State_Name,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable (%)
Greeley County,Nebraska,89,2445,0.887640449,0.112359551,0,7.8,0,0.899117407
Green County,Wisconsin,247,37050,0.898785425,0.101214575,0,16.8,0,0.833592818
Green County,Kentucky,54,11125,0.944444444,0.055555556,0,,,0.920222177
Green Lake County,Wisconsin,48,18880,0.958333333,0.041666667,0,8.9,0,0.833592818
Greenbrier County,West Virginia,205,35580,0.858536585,0.141463415,1,61.1,26.6,0.694866631
Greene County,Ohio,341,164325,0.979472141,0.020527859,0,7.7,0,0.834323878
Greene County,Virginia,49,19085,0.93877551,0.06122449,,,,0.884284057
Greene County,Alabama,206,8585,0.941747573,0.058252427,0,69.2,20,0.880672042
Greene County,Indiana,239,32635,0.89539749,0.10460251,0,85.8,0,0.92512153
Greene County,Pennsylvania,302,37670,0.804635762,0.195364238,0,78.2,0,0.714875343
Greene County,Illinois,163,13390,0.944785276,0.055214724,0,38.9,0,0.807663106
Greene County,Mississippi,173,13940,0.895953757,0.104046243,0,10.6,0,0.731516457
Greene County,New York,227,48070,0.916299559,0.083700441,0,24.3,0,0.746636286
Greene County,North Carolina,62,21240,0.919354839,0.080645161,0,8.5,0,0.890560355
Greene County,Iowa,170,9085,0.888235294,0.111764706,0,37.2,0,0.906330826
Greene County,Tennessee,308,68500,0.970779221,0.029220779,0,30.8,0,0.945988112
Greene County,Missouri,464,285450,0.952586207,0.047413793,1,87.9,0,0.753229107
Greene County,Georgia,67,16535,0.970149254,0.029850746,0,18.3,0,0.967672415
Greene County,Arkansas,246,43745,0.943089431,0.056910569,0,32.8,9.7,0.796760502
Greenlee County,Arizona,89,9225,0.943820225,0.056179775,0,41.2,0,0.813937707
Greensville County,Virginia,79,11700,0.987341772,0.012658228,0,15.5,12.9,0.884284057
Greenup County,Kentucky,160,36255,0.93125,0.06875,0,32.9,31.1,0.920222177
Greenville County,South Carolina,609,482190,0.911330049,0.088669951,0,83.4,17.6,0.812866638
Greenwood County,Kansas,237,6305,0.831223629,0.168776371,0,,,0.883778315
Greenwood County,South Carolina,144,69880,0.958333333,0.041666667,0,37.7,0,0.812866638
Greer County,Oklahoma,229,6080,0.956331878,0.043668122,0,4.3,0,0.629165553
Gregg County,Texas,516,123285,0.986434109,0.013565891,1,37.8,15.8,0.891372329
Gregory County,South Dakota,51,4215,0.921568627,0.078431373,0,,,0.857210259
Grenada County,Mississippi,165,21520,0.987878788,0.012121212,0,20.9,0,0.731516457
Griggs County,North Dakota,22,2310,0.954545455,0.045454545,0,31.6,0,0.933551831
Grimes County,Texas,215,27140,0.995348837,0.004651163,0,96.5,0,0.891372329
Grundy County,Illinois,270,50340,0.885185185,0.114814815,0,73.9,12.1,0.807663106
Grundy County,Iowa,282,12375,0.776595745,0.223404255,0,,,0.906330826
Grundy County,Tennessee,85,13495,0.988235294,0.011764706,0,,,0.945988112
Grundy County,Missouri,190,10230,0.852631579,0.147368421,0,39,0,0.753229107
Guadalupe County,New Mexico,83,4470,0.951807229,0.048192771,0,116.7,0,0.698534578
Guadalupe County,Texas,219,147315,0.97260274,0.02739726,0,38.7,36.6,0.891372329
Guernsey County,Ohio,356,39480,0.921348315,0.078651685,0,13.3,0,0.834323878
Guilford County,North Carolina,664,511815,0.899096386,0.100903614,1,81.7,47.8,0.890560355
Gulf County,Florida,62,15850,0.774193548,0.225806452,0,13.6,0,0.882151679
Gunnison County,Colorado,100,15890,0.95,0.05,1,4.4,0,0.78095535
Guthrie County,Iowa,269,10690,0.710037175,0.289962825,0,24,0,0.906330826
Gwinnett County,Georgia,309,874240,0.990291262,0.009708738,0,44.3,22.6,0.967672415
Haakon County,South Dakota,69,2075,0.898550725,0.101449275,0,38.1,0,0.857210259
Habersham County,Georgia,107,43725,0.953271028,0.046728972,0,10.9,10.9,0.967672415
Haines Borough,Alaska,13,2530,0.846153846,0.153846154,1,,,0.769478458
Hale County,Alabama,178,15160,0.926966292,0.073033708,0,20.3,16.9,0.880672042
Hale County,Texas,284,35005,1,0,0,65.7,0,0.891372329
Halifax County,Virginia,161,35305,0.962732919,0.037267081,0,57.3,0,0.884284057
Halifax County,North Carolina,157,52850,0.942675159,0.057324841,0,29.6,21.6,0.890560355
Hall County,Nebraska,271,61105,0.985239852,0.014760148,1,63.1,0,0.899117407
Hall County,Texas,49,3160,0.959183673,0.040816327,0,17.4,0,0.891372329
Hall County,Georgia,147,190480,0.986394558,0.013605442,0,44.3,28.1,0.967672415
Hamblen County,Tennessee,119,63205,0.983193277,0.016806723,0,40.9,0,0.945988112
Hamilton County,Ohio,771,805965,0.977950713,0.022049287,0,146.8,17.4,0.834323878
Hamilton County,Indiana,428,303040,0.988317757,0.011682243,0,20.9,20.9,0.92512153
Hamilton County,Illinois,165,8250,0.957575758,0.042424242,0,39.2,0,0.807663106
Hamilton County,Kansas,66,2565,0.984848485,0.015151515,0,28.4,28.4,0.883778315
Hamilton County,New York,87,4695,0.816091954,0.183908046,0,,,0.746636286
Hamilton County,Nebraska,173,9120,0.947976879,0.052023121,0,56.9,0,0.899117407
Hamilton County,Iowa,167,15225,0.814371257,0.185628743,0,54,0,0.906330826
Hamilton County,Tennessee,457,351305,0.95404814,0.04595186,1,144.8,2.8,0.945988112
Hamilton County,Texas,120,8230,0.975,0.025,0,,,0.891372329
Hamilton County,Florida,61,14360,0.983606557,0.016393443,0,36.2,0,0.882151679
Hamlin County,South Dakota,58,5995,0.793103448,0.206896552,0,11.7,0,0.857210259
Hampden County,Massachusetts,428,468070,0.934579439,0.065420561,0,111.8,70.1,0.700716679
Hampshire County,West Virginia,90,23455,0.933333333,0.066666667,0,39.9,10.7,0.694866631
Hampshire County,Massachusetts,258,161035,0.903100775,0.096899225,0,42.5,15.1,0.700716679
Hampton city,Virginia,82,136790,0.951219512,0.048780488,0,4.2,0,0.884284057
Hampton County,South Carolina,113,20295,0.92920354,0.07079646,0,50.9,22.5,0.812866638
Hancock County,Ohio,346,75670,0.988439306,0.011560694,0,84.1,0,0.834323878
Hancock County,Indiana,199,71955,0.974874372,0.025125628,0,15.9,8.9,0.92512153
Hancock County,Maine,70,54485,0.8,0.2,1,8.7,0,0.776837947
Hancock County,Illinois,296,18635,0.85472973,0.14527027,0,57.8,15.7,0.807663106
Hancock County,Mississippi,106,46030,0.896226415,0.103773585,0,31.7,15.9,0.731516457
Hancock County,Iowa,145,11005,0.786206897,0.213793103,0,49.2,0,0.906330826
Hancock County,Tennessee,61,6610,0.967213115,0.032786885,0,,,0.945988112
Hancock County,West Virginia,29,30025,0.75862069,0.24137931,0,19,0,0.694866631
Hancock County,Georgia,64,8745,0.875,0.125,,25.5,0,0.967672415
Hancock County,Kentucky,70,8715,0.957142857,0.042857143,0,24,0,0.920222177
Hand County,South Dakota,125,3310,0.728,0.272,0,30.5,0,0.857210259
Hanover County,Virginia,159,102200,0.937106918,0.062893082,0,51.9,13.4,0.884284057
Hansford County,Texas,119,5550,0.983193277,0.016806723,0,0.7,0,0.891372329
Hanson County,South Dakota,61,3390,0.885245902,0.114754098,,19.7,0,0.857210259
Haralson County,Georgia,96,28665,0.916666667,0.083333333,0,40.5,20.8,0.967672415
Hardee County,Florida,87,27300,0.988505747,0.011494253,0,21.7,0,0.882151679
Hardeman County,Tennessee,224,25975,0.977678571,0.022321429,0,25,0,0.945988112
Hardeman County,Texas,40,3950,0.975,0.025,0,45,0,0.891372329
Hardin County,Ohio,264,31650,0.859848485,0.140151515,0,56.3,0,0.834323878
Hardin County,Illinois,60,4175,0.9,0.1,0,,,0.807663106
Hardin County,Iowa,251,17325,0.820717131,0.179282869,0,69.6,0,0.906330826
Hardin County,Tennessee,189,25840,0.931216931,0.068783069,0,5.2,0,0.945988112
Hardin County,Texas,77,55625,0.987012987,0.012987013,0,69.3,0,0.891372329
Hardin County,Kentucky,222,107575,0.986486486,0.013513514,0,77.6,0,0.920222177
Harding County,New Mexico,13,565,0.846153846,0.153846154,0,,,0.698534578
Harding County,South Dakota,49,1275,0.918367347,0.081632653,0,,,0.857210259
Hardy County,West Virginia,131,13940,0.954198473,0.045801527,,20.2,0,0.694866631
Harford County,Maryland,270,249775,0.922222222,0.077777778,0,43.6,18.8,0.880315818
Harlan County,Nebraska,93,3465,0.913978495,0.086021505,0,58.9,14,0.899117407
Harlan County,Kentucky,254,28030,0.787401575,0.212598425,0,94.8,0,0.920222177
Harmon County,Oklahoma,105,2815,0.961904762,0.038095238,0,,,0.629165553
Harnett County,North Carolina,135,126620,0.903703704,0.096296296,0,35.8,9.4,0.890560355
Harney County,Oregon,129,7215,0.968992248,0.031007752,0,,,0.897757095
Harper County,Oklahoma,124,3785,0.983870968,0.016129032,0,,,0.629165553
Harper County,Kansas,386,5800,0.935233161,0.064766839,0,41.8,0,0.883778315
Harris County,Texas,168,4434255,0.994047619,0.005952381,2,410.7,46.2,0.891372329
Harris County,Georgia,99,32990,0.909090909,0.090909091,0,,,0.967672415
Harrison County,Ohio,137,15520,0.927007299,0.072992701,0,58.3,0,0.834323878
Harrison County,Indiana,124,39370,1,0,0,24.9,7.8,0.92512153
Harrison County,Mississippi,299,198570,0.966555184,0.033444816,1,74.4,28.4,0.731516457
Harrison County,Iowa,219,14335,0.762557078,0.237442922,0,101.3,0,0.906330826
Harrison County,West Virginia,255,68775,0.741176471,0.258823529,1,39.6,0,0.694866631
Harrison County,Texas,3889,66430,0.990743122,0.009256878,0,85.2,32.4,0.891372329
Harrison County,Missouri,346,8650,0.846820809,0.153179191,0,,,0.753229107
Harrison County,Kentucky,151,18630,0.953642384,0.046357616,0,21.4,0,0.920222177
Harrisonburg city,Virginia,26,51980,0.884615385,0.115384615,,11.2,0,0.884284057
Hart County,Georgia,73,25520,0.945205479,0.054794521,0,18.5,0,0.967672415
Hart County,Kentucky,58,18510,0.982758621,0.017241379,0,22.5,0,0.920222177
Hartford County,Connecticut,901,895700,0.927857936,0.072142064,1,101.1,34.5,0.649393876
Hartley County,Texas,258,5965,0.992248062,0.007751938,0,72.3,0,0.891372329
Harvey County,Kansas,372,34815,0.919354839,0.080645161,0,62.6,33.9,0.883778315
Haskell County,Oklahoma,155,12835,0.864516129,0.135483871,0,,,0.629165553
Haskell County,Kansas,17,4085,1,0,0,33.1,0,0.883778315
Haskell County,Texas,17,5810,0.941176471,0.058823529,0,,,0.891372329
Hawaii County,Hawaii,235,193680,0.961702128,0.038297872,3,,,0.564047103
Hawkins County,Tennessee,186,56565,0.924731183,0.075268817,0,54.6,0,0.945988112
Hayes County,Nebraska,43,1015,0.860465116,0.139534884,0,12.5,0,0.899117407
Hays County,Texas,80,185685,1,0,0,35.3,25.2,0.891372329
Haywood County,North Carolina,279,59575,0.860215054,0.139784946,,21.4,0,0.890560355
Haywood County,Tennessee,240,18130,0.954166667,0.045833333,0,28.9,0,0.945988112
Heard County,Georgia,61,11570,0.967213115,0.032786885,0,2.2,0,0.967672415
Hemphill County,Texas,196,4150,0.994897959,0.005102041,0,31.7,0,0.891372329
Hempstead County,Arkansas,175,22210,0.977142857,0.022857143,0,80.1,21.7,0.796760502
Henderson County,Illinois,145,6965,0.931034483,0.068965517,0,45.5,40.2,0.807663106
Henderson County,North Carolina,248,110905,0.923387097,0.076612903,0,24.9,0,0.890560355
Henderson County,Tennessee,204,27950,0.990196078,0.009803922,0,,,0.945988112
Henderson County,Texas,35,79215,1,0,0,59.8,0,0.891372329
Henderson County,Kentucky,183,46360,0.93442623,0.06557377,0,41.2,0,0.920222177
Hendricks County,Indiana,342,155815,0.947368421,0.052631579,0,46.7,17.2,0.92512153
Hendry County,Florida,81,38375,1,0,0,9.6,0,0.882151679
Hennepin County,Minnesota,898,1209265,0.954342984,0.045657016,1,146,5.5,0.850650597
Henrico County,Virginia,281,321920,0.960854093,0.039145907,1,44.5,22.6,0.884284057
Henry County,Ohio,264,27890,0.965909091,0.034090909,0,47,0,0.834323878
Henry County,Virginia,134,52210,0.992537313,0.007462687,0,26.5,0,0.884284057
Henry County,Alabama,133,17185,0.992481203,0.007518797,0,27.5,0,0.880672042
Henry County,Indiana,205,48955,0.96097561,0.03902439,0,29.4,0,0.92512153
Henry County,Illinois,327,49680,0.957186544,0.042813456,0,71.1,14.7,0.807663106
Henry County,Iowa,176,19940,0.835227273,0.164772727,0,19.9,19.2,0.906330826
Henry County,Tennessee,186,32290,0.946236559,0.053763441,0,38.4,0,0.945988112
Henry County,Missouri,260,21930,0.926923077,0.073076923,0,25.7,0,0.753229107
Henry County,Georgia,139,214170,1,0,0,34.2,0,0.967672415
Henry County,Kentucky,94,15530,0.882978723,0.117021277,0,15.5,0,0.920222177
Herkimer County,New York,240,63560,0.895833333,0.104166667,0,35.3,35.3,0.746636286
Hernando County,Florida,57,176795,1,0,0,26.3,0,0.882151679
Hertford County,North Carolina,55,24285,0.909090909,0.090909091,0,19.2,0,0.890560355
Hettinger County,North Dakota,69,2640,0.797101449,0.202898551,0,,,0.933551831
Hickman County,Tennessee,330,24250,0.927272727,0.072727273,0,35.2,0,0.945988112
Hickman County,Kentucky,122,4690,0.926229508,0.073770492,0,23.9,13.7,0.920222177
Hickory County,Missouri,57,9265,0.842105263,0.157894737,0,,,0.753229107
Hidalgo County,New Mexico,58,4530,0.931034483,0.068965517,0,65.9,36.6,0.698534578
Hidalgo County,Texas,196,828335,1,0,1,67.8,0,0.891372329
Highland County,Ohio,249,43110,0.975903614,0.024096386,0,17.6,0,0.834323878
Highland County,Virginia,53,2230,0.924528302,0.075471698,0,,,0.884284057
Highlands County,Florida,64,98860,0.96875,0.03125,0,74.8,39.5,0.882151679
Hill County,Montana,45,16530,0.977777778,0.022222222,1,81.7,60,0.880305656
Hill County,Texas,410,34900,0.992682927,0.007317073,0,39.2,9.6,0.891372329
Hillsborough County,New Hampshire,383,404950,0.898172324,0.101827676,1,43.2,0,0.76406884
Hillsborough County,Florida,814,1323060,0.995085995,0.004914005,1,179.1,24.8,0.882151679
Hillsdale County,Michigan,103,46025,0.854368932,0.145631068,0,33.6,12.5,0.771767308
Hinds County,Mississippi,661,244595,0.8698941,0.1301059,0,76.4,34.6,0.731516457
Hinsdale County,Colorado,31,855,1,0,0,,,0.78095535
Hitchcock County,Nebraska,92,2865,0.826086957,0.173913043,0,48.5,30.9,0.899117407
Hocking County,Ohio,301,28690,0.983388704,0.016611296,0,18.7,7.9,0.834323878
Hockley County,Texas,386,23375,0.966321244,0.033678756,0,45.9,0,0.891372329
Hodgeman County,Kansas,110,1920,0.990909091,0.009090909,0,8.7,0,0.883778315
Hoke County,North Carolina,131,51855,0.603053435,0.396946565,0,37.7,0,0.890560355
Holmes County,Ohio,212,43700,0.971698113,0.028301887,0,9.9,0,0.834323878
Holmes County,Mississippi,212,18545,0.877358491,0.122641509,0,53.5,27.1,0.731516457
Holmes County,Florida,156,19570,0.846153846,0.153846154,0,23.4,0,0.882151679
Holt County,Nebraska,236,10360,0.961864407,0.038135593,0,19.7,0,0.899117407
Holt County,Missouri,174,4535,0.787356322,0.212643678,0,47,0,0.753229107
Honolulu County,Hawaii,646,987000,0.939628483,0.060371517,1,,,0.564047103
Hood County,Texas,3,54215,1,0,0,40.5,0,0.891372329
Hood River County,Oregon,76,22840,0.960526316,0.039473684,0,47.2,21.1,0.897757095
Hooker County,Nebraska,2,670,1,0,0,30.4,0,0.899117407
Hoonah-Angoon Census Area,Alaska,,2105,,,2,,,0.769478458
Hopewell city,Virginia,10,22330,1,0,0,11.8,0,0.884284057
Hopkins County,Texas,84,35845,0.988095238,0.011904762,0,75.7,0,0.891372329
Hopkins County,Kentucky,249,46360,0.919678715,0.080321285,0,97.3,0,0.920222177
Horry County,South Carolina,455,300420,0.958241758,0.041758242,1,20.7,0,0.812866638
Hot Spring County,Arkansas,222,33440,0.932432432,0.067567568,0,38.5,26.3,0.796760502
Hot Springs County,Wyoming,39,4780,0.948717949,0.051282051,0,30.5,0,0.803817764
Houghton County,Michigan,51,36565,0.941176471,0.058823529,1,22.8,0,0.771767308
Houston County,Alabama,246,103890,0.991869919,0.008130081,0,73.7,0,0.880672042
Houston County,Minnesota,172,18790,0.965116279,0.034883721,0,26.9,1.8,0.850650597
Houston County,Tennessee,118,8235,0.949152542,0.050847458,0,,,0.945988112
Houston County,Texas,260,22800,0.980769231,0.019230769,0,36.5,0,0.891372329
Houston County,Georgia,112,149135,0.991071429,0.008928571,0,35.2,0,0.967672415
Howard County,Maryland,272,308445,0.974264706,0.025735294,0,31.2,8.7,0.880315818
Howard County,Indiana,192,82730,0.932291667,0.067708333,0,20.5,0,0.92512153
Howard County,Nebraska,161,6365,0.97515528,0.02484472,0,31.3,0,0.899117407
Howard County,Iowa,217,9430,0.751152074,0.248847926,0,,,0.906330826
Howard County,Texas,193,36425,0.932642487,0.067357513,0,35.1,0,0.891372329
Howard County,Missouri,140,10150,0.907142857,0.092857143,0,14.1,0,0.753229107
Howard County,Arkansas,117,13485,0.965811966,0.034188034,0,43.4,0,0.796760502
Howell County,Missouri,188,40265,0.984042553,0.015957447,0,39.8,0,0.753229107
Hubbard County,Minnesota,45,20640,0.933333333,0.066666667,0,7.1,0,0.850650597
Hudson County,New Jersey,190,668525,0.910526316,0.089473684,0,88.5,34.4,0.529653452
Hudspeth County,Texas,129,3480,0.992248062,0.007751938,0,106,77.8,0.891372329
Huerfano County,Colorado,94,6520,0.925531915,0.074468085,0,68.8,0,0.78095535
Hughes County,Oklahoma,219,13725,0.821917808,0.178082192,0,61.2,0,0.629165553
Hughes County,South Dakota,41,17520,0.780487805,0.219512195,1,51.4,0,0.857210259
Humboldt County,Nevada,53,17090,1,0,0,175.8,112.1,0.873795386
Humboldt County,Iowa,92,9605,0.826086957,0.173913043,0,39.3,0,0.906330826
Humboldt County,California,396,135180,0.911616162,0.088383838,1,,,0.58749769
Humphreys County,Mississippi,102,8820,0.794117647,0.205882353,0,,,0.731516457
Humphreys County,Tennessee,248,18215,0.931451613,0.068548387,0,32.8,0,0.945988112
Hunt County,Texas,131,89070,0.984732824,0.015267176,0,77.6,0,0.891372329
Hunterdon County,New Jersey,368,125710,0.91576087,0.08423913,0,59.6,11,0.529653452
Huntingdon County,Pennsylvania,237,45845,0.852320675,0.147679325,0,28.3,28.3,0.714875343
Huntington County,Indiana,184,36695,0.97826087,0.02173913,0,29.6,0,0.92512153
Huron County,Ohio,317,58705,0.902208202,0.097791798,0,92.7,0,0.834323878
Huron County,Michigan,193,32020,0.984455959,0.015544041,0,50.3,0,0.771767308
Hutchinson County,Texas,452,21780,0.984513274,0.015486726,0,18.9,0,0.891372329
Hutchinson County,South Dakota,152,7265,0.828947368,0.171052632,0,29.9,0,0.857210259
Hyde County,North Carolina,75,5630,0.893333333,0.106666667,0,,,0.890560355
Hyde County,South Dakota,23,1440,0.695652174,0.304347826,0,17.9,0,0.857210259
Iberia Parish,Louisiana,145,73800,0.903448276,0.096551724,0,45.3,17.5,0.743835895
Iberville Parish,Louisiana,81,33160,0.87654321,0.12345679,0,35,0,0.743835895
Ida County,Iowa,182,7040,0.840659341,0.159340659,0,8.2,0,0.906330826
Idaho County,Idaho,208,16250,0.9375,0.0625,0,19.2,0,0.968883613
Imperial County,California,450,178805,0.884444444,0.115555556,1,203.6,89.6,0.58749769
Independence County,Arkansas,183,37030,0.989071038,0.010928962,0,51.3,1,0.796760502
Indian River County,Florida,122,145340,0.991803279,0.008196721,1,21.2,0,0.882151679
Indiana County,Pennsylvania,300,87490,0.74,0.26,0,111.2,12.5,0.714875343
Ingham County,Michigan,237,284560,0.776371308,0.223628692,0,67.2,14.8,0.771767308
Inyo County,California,70,18325,0.957142857,0.042857143,0,,,0.58749769
Ionia County,Michigan,119,64125,0.890756303,0.109243697,0,11.9,0,0.771767308
Iosco County,Michigan,47,25375,0.978723404,0.021276596,0,39.4,0,0.771767308
Iowa County,Iowa,248,16325,0.870967742,0.129032258,0,33.9,0,0.906330826
Iowa County,Wisconsin,203,23750,0.945812808,0.054187192,0,19.8,0,0.833592818
Iredell County,North Carolina,326,167495,0.865030675,0.134969325,0,42.8,0,0.890560355
Irion County,Texas,51,1630,0.980392157,0.019607843,0,43.3,0,0.891372329
Iron County,Utah,68,47750,0.955882353,0.044117647,1,103.2,0,0.783681005
Iron County,Michigan,53,11395,0.849056604,0.150943396,0,35.5,0,0.771767308
Iron County,Wisconsin,49,5850,0.775510204,0.224489796,0,16.7,0,0.833592818
Iron County,Missouri,123,10220,0.926829268,0.073170732,0,31.1,31.1,0.753229107
Iroquois County,Illinois,566,28815,0.883392226,0.116607774,0,189.9,37,0.807663106
Irwin County,Georgia,69,9365,0.942028986,0.057971014,0,13,0,0.967672415
Isabella County,Michigan,169,70575,0.863905325,0.136094675,0,26.7,0,0.771767308
Isanti County,Minnesota,36,38460,0.861111111,0.138888889,0,22.4,0,0.850650597
Island County,Washington,7,80115,1,0,0,,,0.710608062
Isle of Wight County,Virginia,86,36025,0.906976744,0.093023256,0,22.2,9.2,0.884284057
Issaquena County,Mississippi,20,1350,0.8,0.2,0,,,0.731516457
Itasca County,Minnesota,168,45355,0.904761905,0.095238095,0,78.3,0,0.850650597
Itawamba County,Mississippi,220,23510,0.922727273,0.077272727,0,13.6,0,0.731516457
Izard County,Arkansas,98,13460,0.979591837,0.020408163,0,41.7,0,0.796760502
